time_s,imu_id,qw,qx,qy,qz,gyro_x_dps,gyro_y_dps,gyro_z_dps,acc_x_ms2,acc_y_ms2,acc_z_ms2,mag_x_uT,mag_y_uT,mag_z_uT
0.272,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.0838561388026431,-0.0270006319983415,-0.00683677267008509,0.05,0.13,0.07,222.6875,-178.6875,-564.5
0.288,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.167712277605286,0.054001263996683,0.0136735453401702,0.06,0.12,0.06,222.6875,-178.6875,-564.5
0.304,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.0895034817438921,0.0270019168686088,0.00693492513150752,0.04,0.11,0.09,223.0625,-179.0625,-565.5
0.32,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.00388072017932674,-0.139732233762219,0.00553347432520156,0.05,0.1,0.03,223.0625,-179.0625,-565.5
0.336,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.125458367968585,-0.222314770581638,-0.00206490599791947,0.07,0.09,0.05,223.0625,-179.0625,-565.5
0.352,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.0496678753398724,0.0285787030822016,-0.00627146993989401,0.06,0.11,0.06,223.375,-179.0625,-563.75
0.368,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.0267742977595996,-0.0841554684222101,0.00590247213254779,0.04,0.11,0.05,223.375,-179.0625,-563.75
0.384,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.0877368589819699,0.112731601763877,-0.0123702469952867,0.04,0.1,0.08,223.375,-179.0625,-563.75
0.4,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.0496678753398724,-0.0285787030822016,0.00627146993989401,0.04,0.09,0.04,223.0625,-178.25,-562.875
0.416,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.102564790388312,0.166738005241629,0.00169590819057324,0.04,0.1,0.06,223.0625,-178.25,-562.875
0.432,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.0877368589819699,-0.112731601763877,0.0123702469952867,0.06,0.13,0.04,223.0625,-178.25,-562.875
0.448,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.139171357083764,-0.00157678621359281,0.0132063950714015,0.04,0.12,0.08,223.375,-179.375,-564.25
0.464,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.101102373441667,-0.0825761124680827,-0.00710761801600889,0.05,0.09,0.05,223.375,-179.375,-564.25
0.48,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.0267742977595996,-0.0841554684222101,0.00590247213254779,0.05,0.13,0.05,222.6875,-178.6875,-565
0.496,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.0782087958613942,-0.0269993471280742,-0.00673862020866266,0.04,0.11,0.03,222.6875,-178.6875,-565
0.512,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.140937979845687,-0.138156732418893,-0.0077710732076224,0.04,0.09,0.06,222.6875,-178.6875,-565
0.528,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.00388072017932674,-0.139732233762219,0.00553347432520156,0.04,0.09,0.05,223.75,-179.375,-564.5625
0.544,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.00176662276192222,-0.139733518632486,0.00543532186377913,0.06,0.1,0.05,223.75,-179.375,-564.5625
0.56,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.0228935775802728,0.0555767653400085,0.000368997807346225,0.04,0.11,0.04,223.75,-179.375,-564.5625
0.576,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.0479012525779502,0.168312221714687,-0.0117067918036731,0.06,0.1,0.05,223.375,-178.6875,-564.6875
0.592,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.035954886224693,-0.195312853713029,0.00487001913358805,0.05,0.1,0.05,223.375,-178.6875,-564.6875
0.608,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.0285409205215218,-0.0555780502102758,-0.000467150268768653,0.05,0.11,0.07,223.375,-178.6875,-564.6875
0.624,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.0398356064040197,-0.0555806199508104,-0.000663455191613509,0.06,0.11,0.07,222.375,-178.25,-564.875
0.64,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.135290636904438,-0.138155447548626,-0.00767292074619997,0.08,0.09,0.05,222.375,-178.25,-564.875
0.656,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.0285409205215218,-0.0555780502102758,-0.000467150268768653,0.07,0.11,0.05,222.25,-178.6875,-565.375
0.672,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.0782087958613942,-0.0269993471280742,-0.00673862020866266,0.06,0.12,0.03,222.25,-178.6875,-565.375
0.688,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.167712277605286,-0.054001263996683,-0.0136735453401702,0.05,0.1,0.09,222.25,-178.6875,-565.375
0.704,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.0683765269255415,0.111158670161086,0.00113060546038216,0.05,0.09,0.04,223.0625,-179.375,-563.75
0.72,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.00564734294124895,1.28487026729692e-06,9.81524614224279e-05,0.05,0.12,0.04,223.0625,-179.375,-563.75
0.736,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.152232665728185,0.138159302159428,0.00796737813046725,0.06,0.1,0.04,223.0625,-179.375,-563.75
0.752,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.0895034817438921,-0.0270019168686088,-0.00693492513150752,0.05,0.09,0.06,222.75,-179.0625,-564.5
0.768,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.0666099041636193,-0.0285748484713997,0.0065659273241613,0.05,0.12,0.03,222.75,-179.0625,-564.5
0.784,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.0588484638049658,0.250889619053037,-0.00450102132624183,0.05,0.1,0.05,222.75,-179.0625,-564.5
0.8,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.118044402265414,0.0825799670788846,0.00740207540027617,0.03,0.11,0.06,222.25,-180.0625,-565.75
0.816,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.118044402265414,0.0825799670788846,0.00740207540027617,0.06,0.1,0.07,222.25,-180.0625,-565.75
0.832,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0,-0,0,0.04,0.1,0.04,224.1875,-179.375,-564.25
0.848,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.0341882634627707,0.0555793350805431,0.000565302730191081,0.04,0.12,0.04,224.1875,-179.375,-564.25
0.864,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.0514344981017946,0.111154815550284,0.000836148076114878,0.05,0.11,0.06,224.1875,-179.375,-564.25
0.88,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.0856227615645653,0.166734150630827,0.00140145080630596,0.04,0.1,0.07,222.25,-179.0625,-565
0.896,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.0285409205215218,0.0555780502102758,0.000467150268768653,0.05,0.1,0.04,222.25,-179.0625,-565
0.912,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.0496678753398724,0.0285787030822016,-0.00627146993989401,0.05,0.11,0.04,222.25,-179.0625,-565
0.928,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.0591959384604481,-0.168309651974153,0.011903096726518,0.06,0.11,0.06,223.0625,-179.0625,-564.0625
0.944,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.0457871551605456,0.111153530680017,0.00073799561469245,0.04,0.11,0.05,223.0625,-179.0625,-564.0625
0.96,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.0535485955191991,0.16831093684442,-0.0118049442650956,0.04,0.11,0.05,223.0625,-179.0625,-564.0625
0.976,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.0267742977595996,0.0841554684222101,-0.00590247213254779,0.06,0.12,0.07,223.375,-179.0625,-565.0625
0.992,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.0514344981017946,0.111154815550284,0.000836148076114878,0.06,0.1,0.05,223.375,-179.0625,-565.0625
1.008,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.0285409205215218,0.0555780502102758,0.000467150268768653,0.03,0.1,0.04,223.0625,-179.75,-565.0625
1.024,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.0172462346390239,-0.0555754804697412,-0.000270845345923797,0.06,0.12,0.04,223.0625,-179.75,-565.0625
1.04,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.112397059324165,-0.0825786822086173,-0.00730392293885374,0.04,0.11,0.07,223.0625,-179.75,-565.0625
1.056,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.0285409205215218,-0.0555780502102758,-0.000467150268768653,0.05,0.11,0.06,223.0625,-178.6875,-565.0625
1.072,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.0895034817438921,0.0270019168686088,0.00693492513150752,0.06,0.11,0.01,223.0625,-178.6875,-565.0625
1.088,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.0856227615645653,0.166734150630827,0.00140145080630596,0.03,0.12,0.05,223.0625,-178.6875,-565.0625
1.104,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.0553152182811214,0.0285774182119343,-0.00636962240131644,0.03,0.12,0.05,223.375,-179.375,-565.6875
1.12,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.144818700025013,-0.00157550134332551,0.013304547532824,0.05,0.09,0.05,223.375,-179.375,-565.6875
1.136,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.24592107346668,0.0810006111247572,0.0204121655488328,0.06,0.12,0.05,223.375,-179.375,-565.6875
1.152,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.0838561388026431,-0.0270006319983415,-0.00683677267008509,0.06,0.1,0.02,223.75,-179.0625,-564.0625
1.168,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.0211269548183506,-0.0841567532924774,0.00580431967112536,0.04,0.09,0.05,223.75,-179.0625,-564.0625
1.184,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.194486575364886,0.0301542044255271,-0.019576017472718,0.05,0.11,0.06,222.6875,-179.75,-564.875
1.2,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.0570818410430436,-0.111156100420552,-0.000934300537537306,0.04,0.08,0.05,222.6875,-179.75,-564.875
1.216,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.121577647789258,-0.362047004343856,0.00346856832728209,0.06,0.12,0.07,222.6875,-179.75,-564.875
1.232,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.0609625612223703,-0.028576133341667,0.00646777486273887,0.05,0.11,0.07,223.375,-179.0625,-564.5
1.248,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.0743280756820674,-0.166731580890293,-0.0012051458834611,0.05,0.11,0.03,223.375,-179.0625,-564.5
1.264,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.139171357083764,0.00157678621359281,-0.0132063950714015,0.05,0.11,0.06,223.375,-179.0625,-564.5
1.28,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.0496678753398724,0.0285787030822016,-0.00627146993989401,0.04,0.1,0.07,223.0625,-179.75,-564.875
1.296,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.0820895160407209,-0.112732886634144,0.0122720945338642,0.06,0.11,0.05,223.0625,-179.75,-564.875
1.312,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.139171357083764,0.00157678621359281,-0.0132063950714015,0.05,0.11,0.04,223.0625,-179.75,-564.875
1.328,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.0856227615645653,-0.166734150630827,-0.00140145080630596,0.05,0.11,0.04,222.75,-179.375,-564.875
1.344,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.024355994526918,0.139738658113555,-0.00504271201808942,0.06,0.12,0.07,222.75,-179.375,-564.875
1.36,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0,-0,0,0.05,0.12,0.06,222.6875,-179.0625,-565.25
1.376,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.0496678753398724,0.0285787030822016,-0.00627146993989401,0.05,0.11,0.03,222.6875,-179.0625,-565.25
1.392,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.0267742977595996,0.0841554684222101,-0.00590247213254779,0.05,0.09,0.05,222.6875,-179.0625,-565.25
1.408,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.0130613086444201,0.13973608837302,-0.00523901694093428,0.06,0.1,0.05,222.375,-179.0625,-565.5625
1.424,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.116277779503492,-0.0571535515536013,0.0128373972640553,0.04,0.1,0.04,222.375,-179.0625,-565.5625
1.44,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.0496678753398724,-0.0285787030822016,0.00627146993989401,0.06,0.13,0.06,222.375,-179.0625,-565.5625
1.456,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.0496678753398724,-0.0285787030822016,0.00627146993989401,0.04,0.1,0.06,222.375,-179.375,-566.25
1.472,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.2857566798707,-0.136581231075568,-0.0210756207404464,0.04,0.11,0.02,222.375,-179.375,-566.25
1.488,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.0341882634627707,-0.0555793350805431,-0.000565302730191081,0.06,0.1,0.04,222.375,-179.375,-566.25
1.504,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.112397059324165,0.0825786822086173,0.00730392293885374,0.07,0.11,0.07,222.375,-179.0625,-566
1.52,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.183191889482388,-0.0301567741660617,0.0193797125498731,0.05,0.13,0.04,222.375,-179.0625,-566
1.536,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.119811025027336,0.22231348571137,0.00196675353649704,0.03,0.09,0.03,222.375,-179.0625,-566
1.552,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0,-0,0,0.04,0.09,0.03,223.375,-179.0625,-564.0625
1.568,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.00176662276192222,-0.139733518632486,0.00543532186377913,0.05,0.11,0.06,223.375,-179.0625,-564.0625
1.584,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.0324216407008485,0.0841541835519428,-0.00600062459397021,0.07,0.12,0.05,223.375,-179.75,-566
1.6,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.133524014142515,0.0015780710838601,-0.0131082426099791,0.06,0.11,0.03,223.375,-179.75,-566
1.616,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.146585322786936,-0.13815801728916,-0.00786922566904483,0.05,0.09,0.04,223.375,-179.75,-566
1.632,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.0609625612223703,0.028576133341667,-0.00646777486273887,0.04,0.11,0.06,223.375,-179.0625,-565.875
1.648,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.00741396570317117,-0.139734803502753,0.00533716940235671,0.04,0.11,0.04,223.375,-179.0625,-565.875
1.664,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.0644958067462147,-0.250890903923305,0.0044028688648194,0.06,0.1,0.04,223.375,-179.0625,-565.875
1.68,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.108516339144838,-0.222310915970836,-0.00177044861365218,0.07,0.11,0.06,223.0625,-179.0625,-566.0625
1.696,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.0627291839842925,-0.111157385290819,-0.00103245299895973,0.07,0.09,0.02,223.0625,-179.0625,-566.0625
1.712,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.0172462346390239,-0.0555754804697412,-0.000270845345923797,0.05,0.09,0.08,223.0625,-179.0625,-566.0625
1.728,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.0341882634627707,-0.0555793350805431,-0.000565302730191081,0.06,0.11,0.05,223.375,-179.0625,-564.6875
1.744,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.0856227615645653,0.166734150630827,0.00140145080630596,0.04,0.11,0.05,223.375,-179.0625,-564.6875
1.76,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.0398356064040197,-0.0555806199508104,-0.000663455191613509,0.05,0.1,0.06,223.375,-179.0625,-565.25
1.776,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.17689286607038,-0.333469586131922,-0.00290105407403435,0.06,0.12,0.02,223.375,-179.0625,-565.25
1.792,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.0782087958613942,-0.0269993471280742,-0.00673862020866266,0.04,0.12,0.06,223.375,-179.0625,-565.25
1.808,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.187072609661715,-0.16988900792828,0.0249131868750747,0.03,0.1,0.05,223.75,-179.0625,-566.75
1.824,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.095150824685141,-0.0270032017388761,-0.00703307759292995,0.07,0.11,0.05,223.75,-179.0625,-566.75
1.84,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.0115988916977749,-0.0555741955994739,-0.000172692884501369,0.06,0.13,0.05,223.75,-179.0625,-566.75
1.856,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.110630436562243,-0.0571548364238686,0.0127392448026329,0.04,0.11,0.04,223.0625,-178.6875,-564.0625
1.872,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.0591959384604481,-0.168309651974153,0.011903096726518,0.05,0.1,0.04,223.0625,-178.6875,-564.0625
1.888,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.00388072017932674,-0.139732233762219,0.00553347432520156,0.05,0.11,0.05,223.0625,-178.6875,-564.0625
1.904,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.0553152182811214,-0.0285774182119343,0.00636962240131644,0.05,0.11,0.07,223.0625,-179.375,-565.5
1.92,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.150466042966262,-0.00157421647305821,0.0134026999942464,0.07,0.1,0.03,223.0625,-179.375,-565.5
1.936,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.00564734294124895,1.28487026729692e-06,9.81524614224279e-05,0.05,0.1,0.06,223.75,-179.0625,-565
1.952,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.0856227615645653,-0.166734150630827,-0.00140145080630596,0.05,0.11,0,223.75,-179.0625,-565
1.968,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.00564734294124895,-1.28487026729692e-06,-9.81524614224279e-05,0.06,0.11,0.05,223.75,-179.0625,-565
1.984,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.201900541068057,0.109580599077226,0.0142388480703613,0.04,0.13,0.06,222.75,-179.375,-565.25
2,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.00211409741740452,0.279465752394705,-0.0109687961889807,0.05,0.11,0.05,222.75,-179.375,-565.25
2.016,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.0324216407008485,0.0841541835519428,-0.00600062459397021,0.05,0.11,0.07,222.75,-179.375,-565.25
2.032,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.0895034817438921,0.0270019168686088,0.00693492513150752,0.06,0.09,0.03,223.375,-178.6875,-565.25
2.048,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.0570818410430436,-0.111156100420552,-0.000934300537537306,0.06,0.11,0.03,223.375,-178.6875,-565.25
2.064,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.0570818410430436,-0.111156100420552,-0.000934300537537306,0.06,0.12,0.06,223.375,-178.6875,-565.25
2.08,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.230441461589579,-0.165158649287502,-0.0147059983391299,0.06,0.1,0.03,223.0625,-180.0625,-564.5625
2.096,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.0514344981017946,0.111154815550284,0.000836148076114878,0.05,0.12,0.05,223.0625,-180.0625,-564.5625
2.112,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.0267742977595996,0.0841554684222101,-0.00590247213254779,0.04,0.1,0.06,223.375,-178.6875,-566
2.128,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.108516339144838,-0.222310915970836,-0.00177044861365218,0.04,0.12,0.04,223.375,-178.6875,-566
2.144,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.139171357083764,-0.00157678621359281,0.0132063950714015,0.04,0.1,0.07,223.375,-178.6875,-566
2.16,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.0553152182811214,-0.0285774182119343,0.00636962240131644,0.04,0.12,0.05,223.0625,-179.375,-565
2.176,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.0341882634627707,0.0555793350805431,0.000565302730191081,0.06,0.11,0.03,223.0625,-179.375,-565
2.192,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.112397059324165,0.0825786822086173,0.00730392293885374,0.04,0.12,0.05,223.0625,-179.375,-565
2.208,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.064843281401697,0.168308367103886,-0.0120012491879404,0.06,0.13,0.09,223.75,-179.375,-564.6875
2.224,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,-0.0799754186233164,0.16673286576056,0.00130329834488353,0.06,0.1,0.05,223.75,-179.375,-564.6875
2.24,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.110630436562243,0.0571548364238686,-0.0127392448026329,0.04,0.13,0.03,223.75,-179.375,-564.6875
2.256,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.162064934664037,-0.0539999791264157,-0.0135753928787478,0.05,0.09,0.05,223.0625,-178.6875,-565.25
2.272,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.0782087958613942,-0.0269993471280742,-0.00673862020866266,0.06,0.12,0.03,223.0625,-178.6875,-565.25
2.288,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0,-0,0,0.03,0.11,0.07,223.0625,-178.25,-564.875
2.304,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.0820895160407209,0.112732886634144,-0.0122720945338642,0.04,0.1,0.03,223.0625,-178.25,-564.875
2.32,node3,-0.16339111328125,-0.654296875,-0.16949462890625,0.7186279296875,0.112397059324165,-0.0825786822086173,-0.00730392293885374,0.06,0.09,0.05,223.0625,-178.25,-564.875
