time_s,imu_id,qw,qx,qy,qz,gyro_x_dps,gyro_y_dps,gyro_z_dps,acc_x_ms2,acc_y_ms2,acc_z_ms2,mag_x_uT,mag_y_uT,mag_z_uT
0,node10,0.22344970703125,0.65203857421875,0.24273681640625,-0.6826171875,-0.146574158331852,-0.116805524611045,0.00860291973064059,-0.07,0.1,0.04,692.6875,217.5625,-572.0625
0.016,node10,0.22344970703125,0.65203857421875,0.24273681640625,-0.6826171875,-0.162300225140619,0.107721817182108,0.00474261027613981,-0.05,0.08,0.06,692.6875,217.5625,-572.0625
0.032,node10,0.22344970703125,0.65203857421875,0.24273681640625,-0.6826171875,0.0808161080617602,-0.097770287947536,-0.00134041017908182,-0.06,0.11,0.06,692.6875,217.1875,-572.0625
0.048,node10,0.22344970703125,0.65203857421875,0.24273681640625,-0.6826171875,-0.0388516560850191,0.0488854559999985,0.000643076109001621,-0.06,0.11,0.06,692.6875,217.1875,-572.0625
0.064,node10,0.22344970703125,0.65203857421875,0.24273681640625,-0.6826171875,-0.0426324609938401,-0.0389339267654261,0.00275912398805637,-0.07,0.08,0.1,693.0625,217.875,-571.875
0.08,node10,0.22344970703125,0.65203857421875,0.24273681640625,-0.6826171875,0.0168999974928081,0.175640637688232,-0.00439486964134524,-0.04,0.1,0.04,693.0625,217.875,-571.875
0.096,node10,0.22344970703125,0.65203857421875,0.24273681640625,-0.6826171875,-0.0777033121700381,0.097770911999997,0.00128615221800324,-0.03,0.1,0.08,693.0625,217.875,-571.875
0.112,node10,0.22344970703125,0.65203857421875,0.24273681640625,-0.6826171875,0,0,0,-0.07,0.12,0.09,692.6875,217.875,-572.5625
0.128,node10,0.22344970703125,0.65203857421875,0.24273681640625,-0.6826171875,-0.110329376471613,0.146657616104918,0.0018207124048477,-0.05,0.09,0.04,692.6875,217.875,-572.5625
0.144,node10,0.22344970703125,0.65203857421875,0.24273681640625,-0.6826171875,0.126561364947322,-0.0588357371296488,-0.00415379212821677,-0.06,0.08,0.08,692.6875,217.875,-572.5625
0.16,node10,0.22344970703125,0.65203857421875,0.24273681640625,-0.6826171875,0.230503062285335,0.0190358607159696,-0.00999758787080099,-0.05,0.11,0.08,693.0625,216.75,-571.6875
0.176,node10,0.22344970703125,0.65203857421875,0.24273681640625,-0.6826171875,0.0745905162783161,-0.0977715360524581,-0.00123189425692466,-0.05,0.08,0.03,693.0625,216.75,-571.6875
0.192,node10,0.22344970703125,0.65203857421875,0.24273681640625,-0.6826171875,-0.129674160839044,0.0588351130771878,0.00420805008929535,-0.05,0.08,0.08,693.0625,216.75,-571.6875
