time_s,imu_id,qw,qx,qy,qz,gyro_x_dps,gyro_y_dps,gyro_z_dps,acc_x_ms2,acc_y_ms2,acc_z_ms2,mag_x_uT,mag_y_uT,mag_z_uT
0.752,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.117371592756007,-0.0671686512345955,-0.00537071965559115,0.04,-0.04,-0.06,-36.875,37.1875,-39.6875
0.768,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.202416971499334,-0.169914784736317,-0.00675235439105321,0.05,-0.03,-0.05,-36.875,37.1875,-39.6875
0.784,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,-0.0047382394888605,-1.1744191418287e-06,8.2452646635804e-05,0.04,-0.03,-0.04,-36.875,37.1875,-39.6875
0.8,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.0354153301383725,-0.0513748283795735,-0.00056713839777732,0.05,-0.04,-0.06,-35.875,36.375,-40.75
0.816,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,-0.0354153301383725,0.0513748283795735,0.00056713839777732,0.05,-0.04,-0.06,-35.875,36.375,-40.75
0.832,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.162263401872101,-0.118541130775885,-0.00610276334664008,0.04,-0.04,-0.05,-36.875,36.375,-39.6875
0.848,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.0961709810842161,-0.0157902995975965,-0.00505093919772124,0.04,-0.03,-0.06,-36.875,36.375,-39.6875
0.864,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.0148132488197619,-0.138333011121982,0.00326707135775348,0.05,-0.04,-0.04,-36.875,36.375,-39.6875
0.88,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.0755688997656055,-0.102748482340005,-0.00121672944219044,0.06,-0.03,-0.05,-35.875,35.6875,-40.6875
0.896,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.213542573840223,-0.0829589508321919,-0.0104216588533124,0.06,-0.03,-0.06,-35.875,35.6875,-40.6875
0.912,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.0158638418297501,0.0869570083232668,-0.003751757108895,0.05,-0.03,-0.05,-35.875,35.6875,-40.6875
0.928,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.0560174114569831,0.0355833543628352,-0.00440134815330812,0.05,-0.04,-0.05,-36.875,36.75,-39.1875
0.944,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.0354153301383725,-0.0513748283795735,-0.00056713839777732,0.06,-0.04,-0.05,-36.875,36.75,-39.1875
0.96,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,-0.0354153301383725,0.0513748283795735,0.00056713839777732,0.06,-0.01,-0.05,-36.875,36.75,-39.1875
0.976,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,-0.0047382394888605,-1.1744191418287e-06,8.2452646635804e-05,0.04,-0.05,-0.05,-36.1875,35.6875,-40.1875
0.992,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,-0.0512791719681226,-0.0355821799436933,0.00431889550667232,0.06,-0.02,-0.07,-36.1875,35.6875,-40.1875
1.008,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.0718812532867332,0.122540362686102,-0.00815310526220312,0.05,-0.06,-0.05,-36.1875,35.6875,-40.1875
1.024,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.0819562626176345,-0.015793822855022,-0.00480358125781383,0.05,-0.01,-0.04,-36.875,36.375,-39.1875
1.04,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,-0.0766194927755937,-0.122541537105244,0.00823555790883892,0.04,-0.03,-0.05,-36.875,36.375,-39.1875
1.056,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,-0.117371592756007,0.0671686512345955,0.00537071965559115,0.04,-0.02,-0.04,-36.875,36.375,-40.75
1.072,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.15278692289438,-0.118543479614169,-0.00593785805336847,0.05,-0.02,-0.05,-36.875,36.375,-40.75
1.088,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,-0.030677090649512,0.0513760027987153,0.000484685751141516,0.06,-0.04,-0.06,-36.875,36.375,-40.75
1.104,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,-0.0148132488197619,0.138333011121982,-0.00326707135775348,0.05,-0.02,-0.06,-36.5625,36,-40
1.12,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.15278692289438,-0.118543479614169,-0.00593785805336847,0.06,-0.03,-0.07,-36.5625,36,-40
1.136,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.0047382394888605,1.1744191418287e-06,-8.2452646635804e-05,0.03,-0.02,-0.07,-36.5625,36,-40
1.152,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.0242897277974829,-0.138330662283699,0.00310216606448187,0.06,-0.02,-0.05,-35.875,36,-40.25
1.168,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,-0.0111256023408896,-0.086955833904125,0.00366930446225919,0.06,-0.04,-0.07,-35.875,36,-40.25
1.184,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.137973674074618,0.0197895315078132,-0.00920492941112195,0.05,-0.03,-0.06,-35.875,36,-40.25
1.2,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.122109832244868,-0.0671674768154536,-0.00545317230222696,0.04,-0.04,-0.03,-36.5625,36.375,-39.5
1.216,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.0930818649585241,0.071162011049103,-0.00847288572007302,0.05,-0.03,-0.05,-36.5625,36.375,-39.5
1.232,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.0930818649585241,0.071162011049103,-0.00847288572007302,0.05,-0.03,-0.05,-36.5625,36.375,-39.5
1.248,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,-0.0047382394888605,-1.1744191418287e-06,8.2452646635804e-05,0.05,-0.04,-0.07,-36.5625,35.25,-39.1875
1.264,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,-0.0755688997656055,0.102748482340005,0.00121672944219044,0.07,-0.04,-0.09,-36.5625,35.25,-39.1875
1.28,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.0930818649585241,0.071162011049103,-0.00847288572007302,0.04,-0.01,-0.06,-34.6875,35.6875,-41.6875
1.296,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,-0.0195514883086224,0.13833183670284,-0.00318461871111768,0.05,-0.02,-0.06,-34.6875,35.6875,-41.6875
1.312,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.0866945021064951,-0.0157926484358801,-0.00488603390444964,0.04,-0.05,-0.05,-34.6875,35.6875,-41.6875
1.328,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,-0.0866945021064951,0.0157926484358801,0.00488603390444964,0.06,-0.04,-0.03,-35.5,36.375,-39.875
1.344,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.009476478977721,2.34883828365741e-06,-0.000164905293271608,0.05,-0.03,-0.05,-35.5,36.375,-39.875
1.36,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,-0.0624047743090122,-0.122538013847818,0.00798819996893151,0.05,-0.04,-0.06,-35.5,36.375,-39.875
1.376,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.0866945021064951,-0.0157926484358801,-0.00488603390444964,0.06,-0.06,-0.07,-35.875,36,-40
1.392,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.0354153301383725,-0.0513748283795735,-0.00056713839777732,0.05,-0.01,-0.07,-35.875,36,-40
1.408,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.030677090649512,-0.0513760027987153,-0.000484685751141516,0.05,-0.02,-0.05,-35.875,36.375,-40.25
1.424,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.070830660276745,-0.102749656759147,-0.00113427679555464,0.04,-0.03,-0.06,-35.875,36.375,-40.25
1.44,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,-0.0866945021064951,0.0157926484358801,0.00488603390444964,0.04,-0.04,-0.05,-35.875,36.375,-40.25
1.456,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,-0.0512791719681226,-0.0355821799436933,0.00431889550667232,0.06,-0.04,-0.08,-35.875,37.1875,-40.6875
1.472,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,-0.00638736285202909,-0.0869546594849832,0.00358685181562339,0.04,-0.02,-0.04,-35.875,37.1875,-40.6875
1.488,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,-0.17338900421299,0.0315852968717603,0.00977206780889927,0.06,-0.03,-0.05,-35.875,37.1875,-40.6875
1.504,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,-0.0560174114569831,-0.0355833543628352,0.00440134815330812,0.06,-0.05,-0.06,-35.875,36.75,-40
1.52,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0,0,0,0.04,-0.01,-0.05,-35.875,36.75,-40
1.536,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.178127243701851,-0.0315841224526184,-0.00985452045553508,0.05,-0.04,-0.05,-35.875,36.75,-40
1.552,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.080307139254466,-0.102747307920863,-0.00129918208882625,0.06,-0.03,-0.06,-36.5625,36,-40.5
1.568,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.0354153301383725,-0.0513748283795735,-0.00056713839777732,0.05,-0.04,-0.07,-36.5625,36,-40.5
1.584,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,-0.0512791719681226,-0.0355821799436933,0.00431889550667232,0.06,-0.05,-0.05,-35.875,35.6875,-40.25
1.6,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,-0.0512791719681226,-0.0355821799436933,0.00431889550667232,0.06,-0.05,-0.05,-35.875,35.6875,-40.25
1.616,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.122109832244868,-0.0671674768154536,-0.00545317230222696,0.05,-0.05,-0.05,-35.875,35.6875,-40.25
1.632,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.0560174114569831,0.0355833543628352,-0.00440134815330812,0.03,-0.04,-0.05,-36.5625,36,-40.25
1.648,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,-0.250607027341764,0.0473802941459241,0.0144931964200773,0.06,-0.03,-0.05,-36.5625,36,-40.25
1.664,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.0856439090965069,-0.241082667881129,0.00213279456219884,0.05,-0.04,-0.04,-36.5625,36,-40.25
1.68,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,-0.118422185765995,-0.158121368210654,0.0123895481222396,0.06,-0.03,-0.05,-37,36,-40.6875
1.696,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.0866945021064951,-0.0157926484358801,-0.00488603390444964,0.05,-0.03,-0.05,-37,36,-40.6875
1.712,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,-0.122109832244868,0.0671674768154536,0.00545317230222696,0.03,-0.05,-0.06,-37,36,-40.6875
1.728,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.0660924207878845,-0.102750831178289,-0.00105182414891884,0.06,-0.03,-0.05,-36.1875,36.75,-41.1875
1.744,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,-0.106245990415117,0.15412448513872,0.00170141519333196,0.04,-0.02,-0.06,-36.1875,36.75,-41.1875
1.76,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0,0,0,0.06,-0.04,-0.04,-37.6875,35.6875,-40.75
1.776,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.269559985297206,-0.0473755964693568,-0.0148230070066205,0.05,-0.03,-0.03,-37.6875,35.6875,-40.75
1.792,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.107296583425106,0.0711655343065285,-0.00872024365998044,0.06,-0.05,-0.07,-37.6875,35.6875,-40.75
1.808,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.106245990415117,-0.15412448513872,-0.00170141519333196,0.07,-0.03,-0.04,-35.0625,36.375,-40
1.824,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.126848071733728,-0.0671663023963118,-0.00553562494886276,0.06,-0.03,-0.06,-35.0625,36.375,-40
1.84,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.0755688997656055,-0.102748482340005,-0.00121672944219044,0.05,-0.03,-0.05,-35.0625,36.375,-40
1.856,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,-0.15752516238324,0.118542305195027,0.00602031070000428,0.06,-0.04,-0.03,-36.5625,36,-40
1.872,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.0206020813186106,0.0869581827424086,-0.0038342097555308,0.04,-0.03,-0.06,-36.5625,36,-40
1.888,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0,0,0,0.06,-0.03,-0.08,-36.875,36.375,-40.25
1.904,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,-0.107296583425106,-0.0711655343065285,0.00872024365998044,0.06,-0.04,-0.03,-36.875,36.375,-40.25
1.92,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.0512791719681226,0.0355821799436933,-0.00431889550667232,0.04,-0.02,-0.03,-36.875,36.375,-40.25
1.936,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.122109832244868,-0.0671674768154536,-0.00545317230222696,0.04,-0.04,-0.05,-36.5625,36.375,-40.25
1.952,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.122109832244868,-0.0671674768154536,-0.00545317230222696,0.06,-0.05,-0.05,-36.5625,36.375,-40.25
1.968,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.0158638418297501,0.0869570083232668,-0.003751757108895,0.05,-0.02,-0.05,-36.5625,36.375,-40.25
1.984,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,-0.0660924207878845,0.102750831178289,0.00105182414891884,0.04,-0.01,-0.06,-36.5625,35.6875,-40.0625
2,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,-0.0819562626176345,0.015793822855022,0.00480358125781383,0.05,-0.03,-0.08,-36.5625,35.6875,-40.0625
2.016,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,-0.15278692289438,0.118543479614169,0.00593785805336847,0.05,-0.03,-0.06,-36.5625,35.6875,-40.0625
2.032,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.070830660276745,-0.102749656759147,-0.00113427679555464,0.05,-0.05,-0.07,-35.75,36.375,-41
2.048,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,-0.0047382394888605,-1.1744191418287e-06,8.2452646635804e-05,0.05,-0.03,-0.07,-35.75,36.375,-41
2.064,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,-0.0158638418297501,-0.0869570083232668,0.003751757108895,0.04,-0.03,-0.06,-35.75,36.375,-41
2.08,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.0354153301383725,-0.0513748283795735,-0.00056713839777732,0.03,-0.03,-0.09,-36.1875,36.75,-40.25
2.096,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,-0.040153569627233,0.0513736539604317,0.000649591044413124,0.06,-0.05,-0.03,-36.1875,36.75,-40.25
2.112,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.137973674074618,0.0197895315078132,-0.00920492941112195,0.06,-0.04,-0.06,-37.25,36.375,-39.875
2.128,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.0549668184469949,-0.189706665082414,0.00261748031334036,0.06,-0.03,-0.05,-37.25,36.375,-39.875
2.144,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,-0.040153569627233,0.0513736539604317,0.000649591044413124,0.05,-0.03,-0.04,-37.25,36.375,-39.875
2.16,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,-0.070830660276745,0.102749656759147,0.00113427679555464,0.03,-0.03,-0.06,-36.1875,37.1875,-40
2.176,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.0830068556276227,0.209496196590227,-0.0118224097244623,0.06,-0.03,-0.04,-36.1875,37.1875,-40
2.192,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.0206020813186106,0.0869581827424086,-0.0038342097555308,0.06,-0.03,-0.04,-36.1875,37.1875,-40
2.208,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.00105059300998818,0.225290019445249,-0.00701882846664848,0.05,-0.03,-0.07,-35.75,36.75,-40.875
2.224,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.0354153301383725,-0.0513748283795735,-0.00056713839777732,0.06,-0.06,-0.06,-35.75,36.75,-40.875
2.24,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.0755688997656055,-0.102748482340005,-0.00121672944219044,0.04,-0.05,-0.06,-35.75,36.75,-40.875
2.256,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.260083506319485,-0.0473779453076404,-0.0146581017133489,0.05,-0.03,-0.06,-36.1875,35.25,-39.6875
2.272,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.0354153301383725,-0.0513748283795735,-0.00056713839777732,0.06,-0.03,-0.05,-36.1875,35.25,-39.6875
2.288,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.0866945021064951,-0.0157926484358801,-0.00488603390444964,0.06,-0.03,-0.07,-36.1875,37.1875,-39.25
2.304,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,0.0607556509458436,0.035584528781977,-0.00448380079994392,0.07,-0.04,-0.06,-36.1875,37.1875,-39.25
2.32,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,-0.0047382394888605,-1.1744191418287e-06,8.2452646635804e-05,0.04,-0.02,-0.05,-36.1875,37.1875,-39.25
2.336,node10,0.19769287109375,0.650390625,0.2232666015625,-0.6986083984375,-0.0354153301383725,0.0513748283795735,0.00056713839777732,0.04,-0.03,-0.06,-36.1875,36.375,-40.6875
